rank,codepoint_hex,char_display,count,fraction_of_total,unicode_major_category,unicode_bucket,unicode_name
5557,U+4F3C,似,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4F3C
5558,U+4F4E,低,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4F4E
5559,U+4F91,侑,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4F91
5560,U+4F9B,供,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4F9B
5561,U+4FBF,便,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4FBF
5562,U+4FC2,係,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4FC2
5563,U+4FC4,俄,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4FC4
5564,U+4FDE,俞,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4FDE
5565,U+4FE3,俣,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4FE3
5566,U+4FF3,俳,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-4FF3
5567,U+500B,個,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-500B
5568,U+503E,倾,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-503E
5569,U+505C,停,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-505C
5570,U+5074,側,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5074
5571,U+50B7,傷,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-50B7
5572,U+50BE,傾,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-50BE
5573,U+50D1,僑,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-50D1
5574,U+50DA,僚,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-50DA
5575,U+50E7,僧,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-50E7
5576,U+5112,儒,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5112
5577,U+5145,充,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5145
5578,U+515C,兜,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-515C
5579,U+5167,內,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5167
5580,U+5174,兴,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5174
5581,U+5179,兹,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5179
5582,U+5180,冀,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5180
5583,U+5189,冉,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5189
5584,U+51A4,冤,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-51A4
5585,U+51BC,冼,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-51BC
5586,U+51CC,凌,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-51CC
5587,U+51E1,凡,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-51E1
5588,U+51E6,処,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-51E6
5589,U+51F0,凰,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-51F0
5590,U+51FB,击,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-51FB
5591,U+522E,刮,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-522E
5592,U+523A,刺,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-523A
5593,U+523B,刻,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-523B
5594,U+5251,剑,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5251
5595,U+526F,副,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-526F
5596,U+5283,劃,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5283
5597,U+52B3,劳,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-52B3
5598,U+52C1,勁,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-52C1
5599,U+52FF,勿,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-52FF
5600,U+532E,匮,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-532E
5601,U+534D,卍,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-534D
5602,U+5350,卐,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5350
5603,U+535C,卜,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-535C
5604,U+536F,卯,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-536F
5605,U+5375,卵,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5375
5606,U+53A6,厦,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-53A6
5607,U+53B3,厳,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-53B3
5608,U+53CC,双,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-53CC
5609,U+53D1,发,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-53D1
5610,U+53D6,取,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-53D6
5611,U+53D7,受,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-53D7
5612,U+53E1,叡,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-53E1
5613,U+540F,吏,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-540F
5614,U+5412,吒,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5412
5615,U+5415,吕,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5415
5616,U+5426,否,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5426
5617,U+5438,吸,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5438
5618,U+543B,吻,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-543B
5619,U+5449,呉,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5449
5620,U+54AC,咬,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-54AC
5621,U+54B2,咲,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-54B2
5622,U+54E9,哩,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-54E9
5623,U+555C,啜,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-555C
5624,U+5583,喃,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5583
5625,U+5587,喇,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5587
5626,U+55A7,喧,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-55A7
5627,U+55AA,喪,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-55AA
5628,U+561B,嘛,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-561B
5629,U+5629,嘩,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5629
5630,U+5660,噠,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5660
5631,U+56B3,嚳,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-56B3
5632,U+56F2,囲,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-56F2
5633,U+5727,圧,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5727
5634,U+575D,坝,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-575D
5635,U+5793,垓,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5793
5636,U+57A0,垠,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-57A0
5637,U+57A3,垣,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-57A3
5638,U+57D4,埔,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-57D4
5639,U+57FC,埼,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-57FC
5640,U+5821,堡,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5821
5641,U+587E,塾,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-587E
5642,U+5897,増,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5897
5643,U+589F,墟,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-589F
5644,U+58B3,墳,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-58B3
5645,U+58D8,壘,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-58D8
5646,U+58F2,売,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-58F2
5647,U+5955,奕,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5955
5648,U+5993,妓,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5993
5649,U+5999,妙,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5999
5650,U+59C9,姉,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-59C9
5651,U+59CA,姊,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-59CA
5652,U+59D9,姙,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-59D9
5653,U+59DA,姚,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-59DA
5654,U+59EA,姪,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-59EA
5655,U+59FB,姻,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-59FB
5656,U+59FF,姿,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-59FF
5657,U+5A03,娃,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5A03
5658,U+5A1C,娜,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5A1C
5659,U+5A25,娥,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5A25
5660,U+5A29,娩,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5A29
5661,U+5A41,婁,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5A41
5662,U+5ABD,媽,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5ABD
5663,U+5BB0,宰,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5BB0
5664,U+5BD3,寓,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5BD3
5665,U+5BE6,實,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5BE6
5666,U+5BE8,寨,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5BE8
5667,U+5C0B,尋,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C0B
5668,U+5C13,尓,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C13
5669,U+5C15,尕,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C15
5670,U+5C19,尙,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C19
5671,U+5C1D,尝,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C1D
5672,U+5C2D,尭,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C2D
5673,U+5C3B,尻,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C3B
5674,U+5C44,屄,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C44
5675,U+5C65,履,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5C65
5676,U+5CAC,岬,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5CAC
5677,U+5CB7,岷,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5CB7
5678,U+5CEA,峪,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5CEA
5679,U+5CEF,峯,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5CEF
5680,U+5D50,嵐,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5D50
5681,U+5D8B,嶋,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5D8B
5682,U+5DBD,嶽,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5DBD
5683,U+5DE2,巢,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5DE2
5684,U+5DE3,巣,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5DE3
5685,U+5DE9,巩,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5DE9
5686,U+5DF2,已,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5DF2
5687,U+5DF3,巳,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5DF3
5688,U+5DFE,巾,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5DFE
5689,U+5DFF,巿,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5DFF
5690,U+5E2F,帯,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5E2F
5691,U+5E36,帶,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5E36
5692,U+5E90,庐,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5E90
5693,U+5E9E,庞,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5E9E
5694,U+5EB8,庸,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5EB8
5695,U+5ECA,廊,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5ECA
5696,U+5ED6,廖,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5ED6
5697,U+5EDA,廚,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5EDA
5698,U+5EDF,廟,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5EDF
5699,U+5F14,弔,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5F14
5700,U+5F17,弗,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5F17
5701,U+5F27,弧,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5F27
5702,U+5F80,往,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5F80
5703,U+5F81,征,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5F81
5704,U+5F85,待,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5F85
5705,U+5FBD,徽,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5FBD
5706,U+5FDC,応,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-5FDC
5707,U+6012,怒,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6012
5708,U+603B,总,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-603B
5709,U+6050,恐,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6050
5710,U+6052,恒,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6052
5711,U+6055,恕,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6055
5712,U+6062,恢,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6062
5713,U+609F,悟,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-609F
5714,U+60B2,悲,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-60B2
5715,U+60C7,惇,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-60C7
5716,U+60E3,惣,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-60E3
5717,U+61B6,憶,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-61B6
5718,U+61FF,懿,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-61FF
5719,U+620E,戎,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-620E
5720,U+6214,戔,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6214
5721,U+6237,户,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6237
5722,U+6276,扶,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6276
5723,U+62CA,拊,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-62CA
5724,U+62DD,拝,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-62DD
5725,U+62EC,括,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-62EC
5726,U+62FE,拾,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-62FE
5727,U+6321,挡,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6321
5728,U+634D,捍,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-634D
5729,U+637A,捺,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-637A
5730,U+638C,掌,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-638C
5731,U+63A1,採,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-63A1
5732,U+64CD,操,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-64CD
5733,U+6536,收,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6536
5734,U+654E,敎,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-654E
5735,U+6551,救,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6551
5736,U+658C,斌,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-658C
5737,U+65AD,断,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-65AD
5738,U+660A,昊,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-660A
5739,U+6614,昔,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6614
5740,U+663E,显,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-663E
5741,U+664B,晋,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-664B
5742,U+665A,晚,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-665A
5743,U+6669,晩,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6669
5744,U+6681,暁,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6681
5745,U+668E,暎,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-668E
5746,U+6690,暐,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6690
5747,U+6697,暗,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6697
5748,U+66A6,暦,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-66A6
5749,U+66BE,暾,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-66BE
5750,U+66C4,曄,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-66C4
5751,U+66F3,曳,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-66F3
5752,U+66FA,曺,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-66FA
5753,U+670B,朋,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-670B
5754,U+671F,期,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-671F
5755,U+6735,朵,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6735
5756,U+6740,杀,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6740
5757,U+6743,权,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6743
5758,U+676F,杯,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-676F
5759,U+6770,杰,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6770
5760,U+6777,杷,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6777
5761,U+6781,极,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6781
5762,U+6787,枇,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6787
5763,U+67B6,架,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-67B6
5764,U+67C4,柄,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-67C4
5765,U+67D1,柑,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-67D1
5766,U+67DA,柚,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-67DA
5767,U+67FB,査,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-67FB
5768,U+67FF,柿,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-67FF
5769,U+6804,栄,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6804
5770,U+6816,栖,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6816
5771,U+681E,栞,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-681E
5772,U+6837,样,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6837
5773,U+6893,梓,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6893
5774,U+68A7,梧,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-68A7
5775,U+68B6,梶,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-68B6
5776,U+68F2,棲,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-68F2
5777,U+68FA,棺,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-68FA
5778,U+693F,椿,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-693F
5779,U+6953,楓,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6953
5780,U+699C,榜,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-699C
5781,U+69CD,槍,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-69CD
5782,U+69D9,槙,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-69D9
5783,U+6A0A,樊,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6A0A
5784,U+6A23,樣,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6A23
5785,U+6AA2,檢,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6AA2
5786,U+6B20,欠,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6B20
5787,U+6B23,欣,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6B23
5788,U+6BCE,毎,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6BCE
5789,U+6BEC,毬,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6BEC
5790,U+6C41,汁,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6C41
5791,U+6C50,汐,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6C50
5792,U+6C8C,沌,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6C8C
5793,U+6C93,沓,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6C93
5794,U+6CAA,沪,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6CAA
5795,U+6CB9,油,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6CB9
5796,U+6CBF,沿,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6CBF
5797,U+6CCA,泊,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6CCA
5798,U+6CE3,泣,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6CE3
5799,U+6D31,洱,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6D31
5800,U+6D99,涙,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6D99
5801,U+6DB2,液,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6DB2
5802,U+6E25,渥,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6E25
5803,U+6E4A,湊,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6E4A
5804,U+6E8C,溌,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6E8C
5805,U+6EA5,溥,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6EA5
5806,U+6ECB,滋,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6ECB
5807,U+6ED3,滓,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6ED3
5808,U+6ED5,滕,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6ED5
5809,U+6EE9,滩,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6EE9
5810,U+6F01,漁,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6F01
5811,U+6F15,漕,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6F15
5812,U+6F84,澄,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6F84
5813,U+6FC0,激,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6FC0
5814,U+6FD5,濕,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-6FD5
5815,U+701A,瀚,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-701A
5816,U+703E,瀾,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-703E
5817,U+707C,灼,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-707C
5818,U+707D,災,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-707D
5819,U+70E7,烧,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-70E7
5820,U+70F9,烹,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-70F9
5821,U+7130,焰,2,2.65245969e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-7130
