rank,codepoint_hex,char_display,count,fraction_of_total,unicode_major_category,unicode_bucket,unicode_name
1472,U+1F4DE,📞,27,3.58082058e-08,So,punct_or_symbol,TELEPHONE RECEIVER
1473,U+0320,̠,26,3.44819759e-08,Mn,other,COMBINING MINUS SIGN BELOW
1474,U+0331,̱,26,3.44819759e-08,Mn,other,COMBINING MACRON BELOW
1475,U+0463,ѣ,26,3.44819759e-08,Ll,letter,CYRILLIC SMALL LETTER YAT
1476,U+0534,Դ,26,3.44819759e-08,Lu,letter,ARMENIAN CAPITAL LETTER DA
1477,U+056E,ծ,26,3.44819759e-08,Ll,letter,ARMENIAN SMALL LETTER CA
1478,U+0916,ख,26,3.44819759e-08,Lo,letter,DEVANAGARI LETTER KHA
1479,U+09B6,শ,26,3.44819759e-08,Lo,letter,BENGALI LETTER SHA
1480,U+1794,ប,26,3.44819759e-08,Lo,letter,KHMER LETTER BA
1481,U+1EE9,ứ,26,3.44819759e-08,Ll,letter,LATIN SMALL LETTER U WITH HORN AND ACUTE
1482,U+2015,―,26,3.44819759e-08,Pd,punct_or_symbol,HORIZONTAL BAR
1483,U+2081,₁,26,3.44819759e-08,No,number,SUBSCRIPT ONE
1484,U+2220,∠,26,3.44819759e-08,Sm,punct_or_symbol,ANGLE
1485,U+3051,け,26,3.44819759e-08,Lo,letter,HIRAGANA LETTER KE
1486,U+30BB,セ,26,3.44819759e-08,Lo,letter,KATAKANA LETTER SE
1487,U+4EC1,仁,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4EC1
1488,U+540D,名,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-540D
1489,U+5854,塔,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5854
1490,U+592B,夫,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-592B
1491,U+5C11,少,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5C11
1492,U+7C73,米,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-7C73
1493,U+9673,陳,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9673
1494,U+967D,陽,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-967D
1495,U+9928,館,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9928
1496,U+9BAE,鮮,26,3.44819759e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9BAE
1497,U+B294,는,26,3.44819759e-08,Lo,letter,HANGUL SYLLABLE NEUN
1498,U+BC14,바,26,3.44819759e-08,Lo,letter,HANGUL SYLLABLE BA
1499,U+C744,을,26,3.44819759e-08,Lo,letter,HANGUL SYLLABLE EUL
1500,U+CCAD,청,26,3.44819759e-08,Lo,letter,HANGUL SYLLABLE CEONG
1501,U+1F60E,😎,26,3.44819759e-08,So,punct_or_symbol,SMILING FACE WITH SUNGLASSES
1502,U+01F5,ǵ,25,3.31557461e-08,Ll,letter,LATIN SMALL LETTER G WITH ACUTE
1503,U+0390,ΐ,25,3.31557461e-08,Ll,letter,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS
1504,U+054F,Տ,25,3.31557461e-08,Lu,letter,ARMENIAN CAPITAL LETTER TIWN
1505,U+0573,ճ,25,3.31557461e-08,Ll,letter,ARMENIAN SMALL LETTER CHEH
1506,U+06A4,ڤ,25,3.31557461e-08,Lo,letter,ARABIC LETTER VEH
1507,U+0713,ܓ,25,3.31557461e-08,Lo,letter,SYRIAC LETTER GAMAL
1508,U+091F,ट,25,3.31557461e-08,Lo,letter,DEVANAGARI LETTER TTA
1509,U+0BA9,ன,25,3.31557461e-08,Lo,letter,TAMIL LETTER NNNA
1510,U+0DB1,න,25,3.31557461e-08,Lo,letter,SINHALA LETTER DANTAJA NAYANNA
1511,U+102D,ိ,25,3.31557461e-08,Mn,other,MYANMAR VOWEL SIGN I
1512,U+10A4,Ⴄ,25,3.31557461e-08,Lu,letter,GEORGIAN CAPITAL LETTER EN
1513,U+1EE7,ủ,25,3.31557461e-08,Ll,letter,LATIN SMALL LETTER U WITH HOOK ABOVE
1514,U+1FB1,ᾱ,25,3.31557461e-08,Ll,letter,GREEK SMALL LETTER ALPHA WITH MACRON
1515,U+1FF7,ῷ,25,3.31557461e-08,Ll,letter,GREEK SMALL LETTER OMEGA WITH PERISPOMENI AND YPOGEGRAMMENI
1516,U+2012,‒,25,3.31557461e-08,Pd,punct_or_symbol,FIGURE DASH
1517,U+2075,⁵,25,3.31557461e-08,No,number,SUPERSCRIPT FIVE
1518,U+251C,├,25,3.31557461e-08,So,punct_or_symbol,BOX DRAWINGS LIGHT VERTICAL AND RIGHT
1519,U+25B6,▶,25,3.31557461e-08,So,punct_or_symbol,BLACK RIGHT-POINTING TRIANGLE
1520,U+270C,✌,25,3.31557461e-08,So,punct_or_symbol,VICTORY HAND
1521,U+3048,え,25,3.31557461e-08,Lo,letter,HIRAGANA LETTER E
1522,U+304F,く,25,3.31557461e-08,Lo,letter,HIRAGANA LETTER KU
1523,U+3064,つ,25,3.31557461e-08,Lo,letter,HIRAGANA LETTER TU
1524,U+4FDD,保,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4FDD
1525,U+5289,劉,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5289
1526,U+52D5,動,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-52D5
1527,U+5340,區,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5340
1528,U+535A,博,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-535A
1529,U+571F,土,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-571F
1530,U+6B4C,歌,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6B4C
1531,U+6CF0,泰,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6CF0
1532,U+798F,福,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-798F
1533,U+7D44,組,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-7D44
1534,U+80E1,胡,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-80E1
1535,U+8607,蘇,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-8607
1536,U+885B,衛,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-885B
1537,U+898B,見,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-898B
1538,U+8D64,赤,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-8D64
1539,U+9023,連,25,3.31557461e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9023
1540,U+A78C,ꞌ,25,3.31557461e-08,Ll,letter,LATIN SMALL LETTER SALTILLO
1541,U+ACBD,경,25,3.31557461e-08,Lo,letter,HANGUL SYLLABLE GYEONG
1542,U+B4DC,드,25,3.31557461e-08,Lo,letter,HANGUL SYLLABLE DEU
1543,U+B798,래,25,3.31557461e-08,Lo,letter,HANGUL SYLLABLE RAE
1544,U+B9CC,만,25,3.31557461e-08,Lo,letter,HANGUL SYLLABLE MAN
1545,U+BB38,문,25,3.31557461e-08,Lo,letter,HANGUL SYLLABLE MUN
1546,U+10903,𐤃,25,3.31557461e-08,Lo,letter,PHOENICIAN LETTER DELT
1547,U+10910,𐤐,25,3.31557461e-08,Lo,letter,PHOENICIAN LETTER PE
1548,U+1F337,🌷,25,3.31557461e-08,So,punct_or_symbol,TULIP
1549,U+1F44F,👏,25,3.31557461e-08,So,punct_or_symbol,CLAPPING HANDS SIGN
1550,U+1F4B0,💰,25,3.31557461e-08,So,punct_or_symbol,MONEY BAG
1551,U+1F4E6,📦,25,3.31557461e-08,So,punct_or_symbol,PACKAGE
1552,U+009D,,24,3.18295162e-08,Cc,control,
1553,U+010E,Ď,24,3.18295162e-08,Lu,letter,LATIN CAPITAL LETTER D WITH CARON
1554,U+0136,Ķ,24,3.18295162e-08,Lu,letter,LATIN CAPITAL LETTER K WITH CEDILLA
1555,U+03D5,ϕ,24,3.18295162e-08,Ll,letter,GREEK PHI SYMBOL
1556,U+0402,Ђ,24,3.18295162e-08,Lu,letter,CYRILLIC CAPITAL LETTER DJE
1557,U+042A,Ъ,24,3.18295162e-08,Lu,letter,CYRILLIC CAPITAL LETTER HARD SIGN
1558,U+07A8,ި,24,3.18295162e-08,Mn,other,THAANA IBIFILI
1559,U+0CBE,ಾ,24,3.18295162e-08,Mc,other,KANNADA VOWEL SIGN AA
1560,U+0DD2,ි,24,3.18295162e-08,Mn,other,SINHALA VOWEL SIGN KETTI IS-PILLA
1561,U+0F58,མ,24,3.18295162e-08,Lo,letter,TIBETAN LETTER MA
1562,U+1455,ᑕ,24,3.18295162e-08,Lo,letter,CANADIAN SYLLABICS TA
1563,U+14C2,ᓂ,24,3.18295162e-08,Lo,letter,CANADIAN SYLLABICS NI
1564,U+1550,ᕐ,24,3.18295162e-08,Lo,letter,CANADIAN SYLLABICS R
1565,U+1EF9,ỹ,24,3.18295162e-08,Ll,letter,LATIN SMALL LETTER Y WITH TILDE
1566,U+21D2,⇒,24,3.18295162e-08,Sm,punct_or_symbol,RIGHTWARDS DOUBLE ARROW
1567,U+4E1C,东,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4E1C
1568,U+4E45,久,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4E45
1569,U+5718,團,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5718
1570,U+59D4,委,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-59D4
1571,U+5BBF,宿,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5BBF
1572,U+5EE3,廣,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5EE3
1573,U+5FD7,志,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5FD7
1574,U+6703,會,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6703
1575,U+6881,梁,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6881
1576,U+723E,爾,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-723E
1577,U+7684,的,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-7684
1578,U+7BC0,節,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-7BC0
1579,U+95A2,関,24,3.18295162e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-95A2
1580,U+FE8E,ﺎ,24,3.18295162e-08,Lo,letter,ARABIC LETTER ALEF FINAL FORM
1581,U+00D0,Ð,23,3.05032864e-08,Lu,letter,LATIN CAPITAL LETTER ETH
1582,U+0109,ĉ,23,3.05032864e-08,Ll,letter,LATIN SMALL LETTER C WITH CIRCUMFLEX
1583,U+0404,Є,23,3.05032864e-08,Lu,letter,CYRILLIC CAPITAL LETTER UKRAINIAN IE
1584,U+0492,Ғ,23,3.05032864e-08,Lu,letter,CYRILLIC CAPITAL LETTER GHE WITH STROKE
1585,U+0499,ҙ,23,3.05032864e-08,Ll,letter,CYRILLIC SMALL LETTER ZE WITH DESCENDER
1586,U+0554,Ք,23,3.05032864e-08,Lu,letter,ARMENIAN CAPITAL LETTER KEH
1587,U+0568,ը,23,3.05032864e-08,Ll,letter,ARMENIAN SMALL LETTER ET
1588,U+06CB,ۋ,23,3.05032864e-08,Lo,letter,ARABIC LETTER VE
1589,U+0906,आ,23,3.05032864e-08,Lo,letter,DEVANAGARI LETTER AA
1590,U+0F62,ར,23,3.05032864e-08,Lo,letter,TIBETAN LETTER RA
1591,U+1000,က,23,3.05032864e-08,Lo,letter,MYANMAR LETTER KA
1592,U+14C0,ᓀ,23,3.05032864e-08,Lo,letter,CANADIAN SYLLABICS NE
1593,U+20E3,⃣,23,3.05032864e-08,Me,other,COMBINING ENCLOSING KEYCAP
1594,U+266B,♫,23,3.05032864e-08,So,punct_or_symbol,BEAMED EIGHTH NOTES
1595,U+3063,っ,23,3.05032864e-08,Lo,letter,HIRAGANA LETTER SMALL TU
1596,U+314B,ㅋ,23,3.05032864e-08,Lo,letter,HANGUL LETTER KHIEUKH
1597,U+4EA7,产,23,3.05032864e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4EA7
1598,U+590F,夏,23,3.05032864e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-590F
1599,U+5B98,官,23,3.05032864e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5B98
1600,U+6230,戰,23,3.05032864e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6230
1601,U+67F3,柳,23,3.05032864e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-67F3
1602,U+8A2D,設,23,3.05032864e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-8A2D
1603,U+96F2,雲,23,3.05032864e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-96F2
1604,U+9AA8,骨,23,3.05032864e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9AA8
1605,U+C0B0,산,23,3.05032864e-08,Lo,letter,HANGUL SYLLABLE SAN
1606,U+C11D,석,23,3.05032864e-08,Lo,letter,HANGUL SYLLABLE SEOG
1607,U+C528,씨,23,3.05032864e-08,Lo,letter,HANGUL SYLLABLE SSI
1608,U+D0C0,타,23,3.05032864e-08,Lo,letter,HANGUL SYLLABLE TA
1609,U+10907,𐤇,23,3.05032864e-08,Lo,letter,PHOENICIAN LETTER HET
1610,U+02E9,˩,22,2.91770565e-08,Sk,punct_or_symbol,MODIFIER LETTER EXTRA-LOW TONE BAR
1611,U+0311,̑,22,2.91770565e-08,Mn,other,COMBINING INVERTED BREVE
1612,U+04BA,Һ,22,2.91770565e-08,Lu,letter,CYRILLIC CAPITAL LETTER SHHA
1613,U+0539,Թ,22,2.91770565e-08,Lu,letter,ARMENIAN CAPITAL LETTER TO
1614,U+0725,ܥ,22,2.91770565e-08,Lo,letter,SYRIAC LETTER E
1615,U+09BC,়,22,2.91770565e-08,Mn,other,BENGALI SIGN NUKTA
1616,U+0E08,จ,22,2.91770565e-08,Lo,letter,THAI CHARACTER CHO CHAN
1617,U+0E28,ศ,22,2.91770565e-08,Lo,letter,THAI CHARACTER SO SALA
1618,U+0E44,ไ,22,2.91770565e-08,Lo,letter,THAI CHARACTER SARA AI MAIMALAI
1619,U+0EB0,ະ,22,2.91770565e-08,Lo,letter,LAO VOWEL SIGN A
1620,U+1260,በ,22,2.91770565e-08,Lo,letter,ETHIOPIC SYLLABLE BA
1621,U+1270,ተ,22,2.91770565e-08,Lo,letter,ETHIOPIC SYLLABLE TA
1622,U+12A5,እ,22,2.91770565e-08,Lo,letter,ETHIOPIC SYLLABLE GLOTTAL E
1623,U+1784,ង,22,2.91770565e-08,Lo,letter,KHMER LETTER NGO
1624,U+1787,ជ,22,2.91770565e-08,Lo,letter,KHMER LETTER CO
1625,U+178F,ត,22,2.91770565e-08,Lo,letter,KHMER LETTER TA
1626,U+1F11,ἑ,22,2.91770565e-08,Ll,letter,GREEK SMALL LETTER EPSILON WITH DASIA
1627,U+1F34,ἴ,22,2.91770565e-08,Ll,letter,GREEK SMALL LETTER IOTA WITH PSILI AND OXIA
1628,U+2079,⁹,22,2.91770565e-08,No,number,SUPERSCRIPT NINE
1629,U+2660,♠,22,2.91770565e-08,So,punct_or_symbol,BLACK SPADE SUIT
1630,U+3069,ど,22,2.91770565e-08,Lo,letter,HIRAGANA LETTER DO
1631,U+30A1,ァ,22,2.91770565e-08,Lo,letter,KATAKANA LETTER SMALL A
1632,U+30B6,ザ,22,2.91770565e-08,Lo,letter,KATAKANA LETTER ZA
1633,U+30CE,ノ,22,2.91770565e-08,Lo,letter,KATAKANA LETTER NO
1634,U+30D9,ベ,22,2.91770565e-08,Lo,letter,KATAKANA LETTER BE
1635,U+30DC,ボ,22,2.91770565e-08,Lo,letter,KATAKANA LETTER BO
1636,U+30E7,ョ,22,2.91770565e-08,Lo,letter,KATAKANA LETTER SMALL YO
1637,U+4E01,丁,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4E01
1638,U+5200,刀,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5200
1639,U+56E2,团,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-56E2
1640,U+5834,場,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5834
1641,U+5BCC,富,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5BCC
1642,U+5EB7,康,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5EB7
1643,U+5FE0,忠,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5FE0
1644,U+6218,战,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6218
1645,U+6C38,永,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6C38
1646,U+7522,產,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-7522
1647,U+753B,画,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-753B
1648,U+9054,達,22,2.91770565e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9054
1649,U+B808,레,22,2.91770565e-08,Lo,letter,HANGUL SYLLABLE RE
1650,U+D0DC,태,22,2.91770565e-08,Lo,letter,HANGUL SYLLABLE TAE
1651,U+1090F,𐤏,22,2.91770565e-08,Lo,letter,PHOENICIAN LETTER AIN
1652,U+10C23,𐰣,22,2.91770565e-08,Lo,letter,OLD TURKIC LETTER ORKHON AN
1653,U+1202D,𒀭,22,2.91770565e-08,Lo,letter,CUNEIFORM SIGN AN
1654,U+1F33C,🌼,22,2.91770565e-08,So,punct_or_symbol,BLOSSOM
1655,U+00CB,Ë,21,2.78508267e-08,Lu,letter,LATIN CAPITAL LETTER E WITH DIAERESIS
1656,U+0135,ĵ,21,2.78508267e-08,Ll,letter,LATIN SMALL LETTER J WITH CIRCUMFLEX
1657,U+0158,Ř,21,2.78508267e-08,Lu,letter,LATIN CAPITAL LETTER R WITH CARON
1658,U+028F,ʏ,21,2.78508267e-08,Ll,letter,LATIN LETTER SMALL CAPITAL Y
1659,U+0325,̥,21,2.78508267e-08,Mn,other,COMBINING RING BELOW
1660,U+0332,̲,21,2.78508267e-08,Mn,other,COMBINING LOW LINE
1661,U+0A3F,ਿ,21,2.78508267e-08,Mc,other,GURMUKHI VOWEL SIGN I
1662,U+0AC7,ે,21,2.78508267e-08,Mn,other,GUJARATI VOWEL SIGN E
1663,U+0B9F,ட,21,2.78508267e-08,Lo,letter,TAMIL LETTER TTA
1664,U+0BAF,ய,21,2.78508267e-08,Lo,letter,TAMIL LETTER YA
1665,U+0E14,ด,21,2.78508267e-08,Lo,letter,THAI CHARACTER DO DEK
1666,U+1208,ለ,21,2.78508267e-08,Lo,letter,ETHIOPIC SYLLABLE LA
1667,U+1F39,Ἱ,21,2.78508267e-08,Lu,letter,GREEK CAPITAL LETTER IOTA WITH DASIA
1668,U+21B5,↵,21,2.78508267e-08,So,punct_or_symbol,DOWNWARDS ARROW WITH CORNER LEFTWARDS
1669,U+2661,♡,21,2.78508267e-08,So,punct_or_symbol,WHITE HEART SUIT
1670,U+30AE,ギ,21,2.78508267e-08,Lo,letter,KATAKANA LETTER GI
1671,U+5185,内,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5185
1672,U+529B,力,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-529B
1673,U+53A5,厥,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-53A5
1674,U+5E03,布,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5E03
1675,U+601D,思,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-601D
1676,U+65D7,旗,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-65D7
1677,U+694A,楊,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-694A
1678,U+79D1,科,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-79D1
1679,U+8005,者,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-8005
1680,U+8449,葉,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-8449
1681,U+9675,陵,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9675
1682,U+9762,面,21,2.78508267e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9762
1683,U+AD50,교,21,2.78508267e-08,Lo,letter,HANGUL SYLLABLE GYO
1684,U+ADF8,그,21,2.78508267e-08,Lo,letter,HANGUL SYLLABLE GEU
1685,U+B2E8,단,21,2.78508267e-08,Lo,letter,HANGUL SYLLABLE DAN
1686,U+C57C,야,21,2.78508267e-08,Lo,letter,HANGUL SYLLABLE YA
1687,U+C784,임,21,2.78508267e-08,Lo,letter,HANGUL SYLLABLE IM
1688,U+10C34,𐰴,21,2.78508267e-08,Lo,letter,OLD TURKIC LETTER ORKHON AQ
1689,U+10C3C,𐰼,21,2.78508267e-08,Lo,letter,OLD TURKIC LETTER ORKHON AER
1690,U+1F4AA,💪,21,2.78508267e-08,So,punct_or_symbol,FLEXED BICEPS
1691,U+1F4AB,💫,21,2.78508267e-08,So,punct_or_symbol,DIZZY SYMBOL
1692,U+1F4F1,📱,21,2.78508267e-08,So,punct_or_symbol,MOBILE PHONE
1693,U+01C3,ǃ,20,2.65245969e-08,Lo,letter,LATIN LETTER RETROFLEX CLICK
1694,U+0409,Љ,20,2.65245969e-08,Lu,letter,CYRILLIC CAPITAL LETTER LJE
1695,U+04A7,ҧ,20,2.65245969e-08,Ll,letter,CYRILLIC SMALL LETTER PE WITH MIDDLE HOOK
1696,U+0536,Զ,20,2.65245969e-08,Lu,letter,ARMENIAN CAPITAL LETTER ZA
1697,U+06D2,ے,20,2.65245969e-08,Lo,letter,ARABIC LETTER YEH BARREE
1698,U+0717,ܗ,20,2.65245969e-08,Lo,letter,SYRIAC LETTER HE
1699,U+0729,ܩ,20,2.65245969e-08,Lo,letter,SYRIAC LETTER QAPH
1700,U+0782,ނ,20,2.65245969e-08,Lo,letter,THAANA LETTER NOONU
1701,U+078B,ދ,20,2.65245969e-08,Lo,letter,THAANA LETTER DHAALU
1702,U+07A7,ާ,20,2.65245969e-08,Mn,other,THAANA AABAAFILI
1703,U+09AA,প,20,2.65245969e-08,Lo,letter,BENGALI LETTER PA
1704,U+0CB0,ರ,20,2.65245969e-08,Lo,letter,KANNADA LETTER RA
1705,U+0E49,้,20,2.65245969e-08,Mn,other,THAI CHARACTER MAI THO
1706,U+12ED,ይ,20,2.65245969e-08,Lo,letter,ETHIOPIC SYLLABLE YE
1707,U+152A,ᔪ,20,2.65245969e-08,Lo,letter,CANADIAN SYLLABICS YO
1708,U+1EB9,ẹ,20,2.65245969e-08,Ll,letter,LATIN SMALL LETTER E WITH DOT BELOW
1709,U+1F45,ὅ,20,2.65245969e-08,Ll,letter,GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA
1710,U+1F48,Ὀ,20,2.65245969e-08,Lu,letter,GREEK CAPITAL LETTER OMICRON WITH PSILI
1711,U+2078,⁸,20,2.65245969e-08,No,number,SUPERSCRIPT EIGHT
1712,U+2215,∕,20,2.65245969e-08,Sm,punct_or_symbol,DIVISION SLASH
1713,U+2708,✈,20,2.65245969e-08,So,punct_or_symbol,AIRPLANE
1714,U+2D4D,ⵍ,20,2.65245969e-08,Lo,letter,TIFINAGH LETTER YAL
1715,U+304C,が,20,2.65245969e-08,Lo,letter,HIRAGANA LETTER GA
1716,U+3081,め,20,2.65245969e-08,Lo,letter,HIRAGANA LETTER ME
1717,U+3088,よ,20,2.65245969e-08,Lo,letter,HIRAGANA LETTER YO
1718,U+4E4C,乌,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4E4C
1719,U+4E5F,也,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4E5F
1720,U+4F53,体,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-4F53
1721,U+5B6B,孫,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5B6B
1722,U+5CA1,岡,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5CA1
1723,U+5D14,崔,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-5D14
1724,U+6210,成,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6210
1725,U+667A,智,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-667A
1726,U+6D3E,派,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-6D3E
1727,U+7532,甲,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-7532
1728,U+753A,町,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-753A
1729,U+7AE0,章,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-7AE0
1730,U+83DC,菜,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-83DC
1731,U+8A00,言,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-8A00
1732,U+8B77,護,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-8B77
1733,U+97F3,音,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-97F3
1734,U+9999,香,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9999
1735,U+9A6C,马,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9A6C
1736,U+9EE8,黨,20,2.65245969e-08,Lo,letter,CJK UNIFIED IDEOGRAPH-9EE8
1737,U+BE0C,브,20,2.65245969e-08,Lo,letter,HANGUL SYLLABLE BEU
1738,U+C2B9,승,20,2.65245969e-08,Lo,letter,HANGUL SYLLABLE SEUNG
1739,U+C655,왕,20,2.65245969e-08,Lo,letter,HANGUL SYLLABLE WANG
1740,U+D14C,테,20,2.65245969e-08,Lo,letter,HANGUL SYLLABLE TE
1741,U+10C3A,𐰺,20,2.65245969e-08,Lo,letter,OLD TURKIC LETTER ORKHON AR
1742,U+1F380,🎀,20,2.65245969e-08,So,punct_or_symbol,RIBBON
1743,U+1F49C,💜,20,2.65245969e-08,So,punct_or_symbol,PURPLE HEART
1744,U+1F619,😙,20,2.65245969e-08,So,punct_or_symbol,KISSING FACE WITH SMILING EYES
1745,U+1F69A,🚚,20,2.65245969e-08,So,punct_or_symbol,DELIVERY TRUCK
1746,U+0339,̹,19,2.51983670e-08,Mn,other,COMBINING RIGHT HALF RING BELOW
1747,U+0497,җ,19,2.51983670e-08,Ll,letter,CYRILLIC SMALL LETTER ZHE WITH DESCENDER
1748,U+04D1,ӑ,19,2.51983670e-08,Ll,letter,CYRILLIC SMALL LETTER A WITH BREVE
1749,U+04F1,ӱ,19,2.51983670e-08,Ll,letter,CYRILLIC SMALL LETTER U WITH DIAERESIS
1750,U+053B,Ի,19,2.51983670e-08,Lu,letter,ARMENIAN CAPITAL LETTER INI
1751,U+053D,Խ,19,2.51983670e-08,Lu,letter,ARMENIAN CAPITAL LETTER XEH
1752,U+064D,ٍ,19,2.51983670e-08,Mn,other,ARABIC KASRATAN
1753,U+06C8,ۈ,19,2.51983670e-08,Lo,letter,ARABIC LETTER YU
